"","Labels","Text","Text_Tag"
"480",1," president obama to some his because was of the of into they to it ","campaign-finance,transparency"
"481",1," oregon the state of 50 in that to 100 the benefits its and families ","health-care,state-budget"
"482",1," you why dont rand as hes for hes the who found to his pac ","campaign-finance"
"483",2," says trump in in funds to small even the trump his were ","federal-budget,terrorism"
"484",0," three ago newly president told that congress his to nearly trillion he hold below percent ","stimulus"
"485",4," independent created in health reform is a irs the to medicare order pay new programs ","government-regulation,health-care,message-machine-2012,market-regulation"
"486",1," the park lose every and number people to has going ","county-budget"
"487",1," under bill the have to to employee ","economy,jobs,labor,legal-issues"
"488",5," there little any that of light in jersey reduced number of at they used ","transportation"
"489",3," in entire school in last only students college ","education"
"490",5," says oregonians 5 of homeowners 90 or on mortgage ","housing"
"491",1," under hate bill or who a of could found of crime ","crime"
"492",0," this what obama the rate be we the percent ","candidates-biography,economy,jobs,message-machine-2012,stimulus"
"493",2," and in the surplus the of united into deficit the of united ","corrections-and-updates,deficit"
"494",2," says obama on who undocumented and them than previous ","immigration"
"495",3," says gingrich that would only but would for who in of known abortion ","abortion"
"496",0," us aids reduce and by percent nations ","foreign-policy,public-health"
"497",2," i the thanks no on bridge ","federal-budget,transportation"
"498",3," the that to have in hundred dollars ","state-budget,state-finances,transportation"
"499",5," state funding pupil 16 to for ","education,state-budget"
"500",2," unemployment from percent the first in to percent ","economy"
"501",2," american remain in support reform a to with than percent want reform this ","immigration"
"502",1," there more on than in ","economy,jobs,poverty,welfare"
"503",0," says baldwin a that require and health workers ask whether are or they ","children,gays-and-lesbians,health-care,sexuality"
"504",5," says rep was acorn ","candidates-biography"
"505",2," atlanta the 1 point slavery between and are into in every ","children"
"506",2," to national transit among 16 34 40 between and ","transportation"
"507",5," in year abortions paid by the health ","abortion,taxes"
"508",1," any that taken could well and by decision the court this ","gays-and-lesbians,marriage"
"509",2," im only that actually the of ","candidates-biography,state-budget"
"510",1," how you and much pay taxes york ends the im i its we someone thats sure region our share ","taxes"
"511",3," fact has voted more in than all last ","congress,congressional-rules"
"512",3," says supreme joe twice incumbent ","candidates-biography,criminal-justice,elections,legal-issues,campaign-advertising"
"513",3," of four to a school in major across half our dont ","children,education,poverty"
"514",0," there 36 republicans were charge to a health ","health-care,supreme-court"
"515",4," says he saying a it just a at background ","candidates-biography"
"516",4," of hillary a flag the ","candidates-biography,history"
"517",5," texas the in percentage residents health ","health-care"
"518",1," this and congress been cutting to security the took ","immigration"
"519",4," a college agreement minnesota college more for residents ","education,state-budget,states"
"520",2," says supports and abortion safety ","abortion,health-care,women"
"521",1," mitt is first party for of united in times to at 12 of returns ","candidates-biography,taxes"
"522",2," in month alone to korea by 36 a of is share are and providers are ","trade"
"523",3," gov a dollars dc for and in house costs a ","ethics,transparency"
"524",2," as lost jobs kaine first serving the year his ","economy,jobs,message-machine-2012"
"525",2," the says flipflopped whether iraq would ","iraq"
"526",3," says law tax to people own ","state-budget,taxes"
"527",2," says space for and taxes the and still more 25 jobs ","economy,federal-budget,message-machine,stimulus,taxes,voting-record"
"528",4," says budget ends ","federal-budget,health-care,medicare,message-machine-2012"
"529",2," in ethics that in theres thats first ","ethics"
"530",5," says has property in country ","corrections-and-updates,taxes"
"531",5," obamas plan taxes 95 of families ","taxes"
"532",0," says up billion new in state ","state-budget"
"533",1," 59 of today that obama still muslim ","candidates-biography,diversity,polls"
"534",1," wants taxes small and ","small-business"
"535",0," people percent the 70 of population to somewhere by time left percent to ","job-accomplishments"
"536",5," a the of until day school to 5 off school ","education,tourism"
"537",1," on the states in ","foreign-policy,military"
"538",2," percent the in that cleveland schools ","education,poverty"
"539",2," john created new while ","economy,job-accomplishments"
"540",3," says ranks nationally what are to our investment education the ","education,state-budget,state-finances,states"
"541",0," from media i press along last months ","job-accomplishments,states"
"542",4," what said you keep plan it changed the passed ","health-care"
"543",3," in bernie voted the with republicans for immigrants he with republicans stand known who up along border immigrants ","immigration"
"544",4," says didnt special to bank announced will jobs florida ","economy,jobs"
"545",4," says was first her to to fouryear ","education"
"546",5," there a in last and percent dont our ","foreign-policy,polls"
"547",5," the of matter that my the crime show crime reduced by percent ","crime"
"548",1," scott has campaigns of available ","agriculture,candidates-biography"
"549",5," americans 61 a on ","taxes"
"550",3," the i at department education more million ","candidates-biography,education,federal-budget,job-accomplishments"
